,collaborative,description,href,id,images,name,primary_color,public,snapshot_id,type,uri,external_urls.spotify,owner.display_name,owner.external_urls.spotify,owner.href,owner.id,owner.type,owner.uri,tracks.href,tracks.total
64,False,The easy listening sound of Jazz. Cover: Norah Jones,https://api.spotify.com/v1/playlists/37i9dQZF1DWT4nLmUaFDGb,37i9dQZF1DWT4nLmUaFDGb,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f0000000390d8df7e39072c0ce27be78d', 'width': None}]",Easy Jazz,,,MTY2NDgwNTU5NCwwMDAwMDAwMGJhZjUzODQ1MDk3YmIyYmJkMGQzMjE2ZTZhYjgwN2Rl,playlist,spotify:playlist:37i9dQZF1DWT4nLmUaFDGb,https://open.spotify.com/playlist/37i9dQZF1DWT4nLmUaFDGb,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWT4nLmUaFDGb/tracks,150
65,False,Slow burners for late nights.,https://api.spotify.com/v1/playlists/37i9dQZF1DXdQvOLqzNHSW,37i9dQZF1DXdQvOLqzNHSW,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f000000033df638bf5c33922ceb4c185a', 'width': None}]",late night vibes,,,MTY2NDkwNjYxMywwMDAwMDAwMDc1YTYyMWQxZTY2MmQ0MTdlOTQxMDRjYjk0NWE2MWQ2,playlist,spotify:playlist:37i9dQZF1DXdQvOLqzNHSW,https://open.spotify.com/playlist/37i9dQZF1DXdQvOLqzNHSW,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXdQvOLqzNHSW/tracks,75
66,False,Chilled songs that you are familiar with - no surprises!,https://api.spotify.com/v1/playlists/37i9dQZF1DWYWddJiPzbvb,37i9dQZF1DWYWddJiPzbvb,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003a86f06fb337166fc5047efee', 'width': None}]",Comfort Zone,,,MTY2MzkxNTU0MSwwMDAwMDAwMDU3N2I1MTRiMDMyNmRlMzVkODcxYzQxOWM1YWRjNDM3,playlist,spotify:playlist:37i9dQZF1DWYWddJiPzbvb,https://open.spotify.com/playlist/37i9dQZF1DWYWddJiPzbvb,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWYWddJiPzbvb/tracks,200
67,False,Just chill.,https://api.spotify.com/v1/playlists/37i9dQZF1DX889U0CL85jj,37i9dQZF1DX889U0CL85jj,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003f2d08778548e125bcb867692', 'width': None}]",Chill Vibes,,,MTY2NDg5ODU3NiwwMDAwMDAwMDY1MGU5OGVjNGI3ZTI4M2IwZjY3OTNhNzE4ZWZmZjBj,playlist,spotify:playlist:37i9dQZF1DX889U0CL85jj,https://open.spotify.com/playlist/37i9dQZF1DX889U0CL85jj,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX889U0CL85jj/tracks,149
68,False,"Tune in, bliss out",https://api.spotify.com/v1/playlists/37i9dQZF1DX0FJ8JYkqiJu,37i9dQZF1DX0FJ8JYkqiJu,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003719586de761e1ff231672faa', 'width': None}]",Just Chill,,,MTY2NDQ2MDAwMCwwMDAwMDAwMDkwMmY2NTYyYzk5NGI0OTgyZTcwNWQzMWM2YTU2ODAz,playlist,spotify:playlist:37i9dQZF1DX0FJ8JYkqiJu,https://open.spotify.com/playlist/37i9dQZF1DX0FJ8JYkqiJu,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX0FJ8JYkqiJu/tracks,70
69,False,Let your worries and cares slip away.,https://api.spotify.com/v1/playlists/37i9dQZF1DWU0ScTcjJBdj,37i9dQZF1DWU0ScTcjJBdj,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f0000000351548f92c40cd454d0e16fd7', 'width': None}]",Relax & Unwind,,,MTY1OTUzODIxNywwMDAwMDAwMGE5NTNlMjVjOWU5MGIwODQ5ZTA3OTk0OGY2NzlkNDZh,playlist,spotify:playlist:37i9dQZF1DWU0ScTcjJBdj,https://open.spotify.com/playlist/37i9dQZF1DWU0ScTcjJBdj,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWU0ScTcjJBdj/tracks,126
70,False,The original chill instrumental beats playlist.,https://api.spotify.com/v1/playlists/37i9dQZF1DX0SM0LYsmbMT,37i9dQZF1DX0SM0LYsmbMT,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f000000035ea54b91b073c2776b966e7b', 'width': None}]",Jazz Vibes,,,MTY2Mzg4NDAwMCwwMDAwMDAwMGI3MmM3ZmMzYjgyZjhmNGVlNWU3NDNjMjQ2ZjhhYzMy,playlist,spotify:playlist:37i9dQZF1DX0SM0LYsmbMT,https://open.spotify.com/playlist/37i9dQZF1DX0SM0LYsmbMT,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX0SM0LYsmbMT/tracks,300
71,False,Slow down with some calming keys.,https://api.spotify.com/v1/playlists/37i9dQZF1DX1s9knjP51Oa,37i9dQZF1DX1s9knjP51Oa,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f0000000360c0432458abee4f6aa4000f', 'width': None}]",Calm Vibes,,,MTY2NDg5MDE2MywwMDAwMDAwMDZlNTlkODc5NWYzMzdiOTc2OTZkY2E0MDZjZjY3YzU0,playlist,spotify:playlist:37i9dQZF1DX1s9knjP51Oa,https://open.spotify.com/playlist/37i9dQZF1DX1s9knjP51Oa,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX1s9knjP51Oa/tracks,322
72,False,"Don't stress out. Stay relaxed with these easy, upbeat songs.",https://api.spotify.com/v1/playlists/37i9dQZF1DWT7XSlwvR1ar,37i9dQZF1DWT7XSlwvR1ar,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003b25e0e9cdd7e55a0ea3ff0e6', 'width': None}]",Totally Stress Free,,,MTY2NDUxMDQ2MCwwMDAwMDAwMDc5ZjdmMjU2ODQ2ZjljODNlODczYjA5OGNmNzQwMTMz,playlist,spotify:playlist:37i9dQZF1DWT7XSlwvR1ar,https://open.spotify.com/playlist/37i9dQZF1DWT7XSlwvR1ar,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWT7XSlwvR1ar/tracks,100
73,False,Soft house music for your laidback moments.,https://api.spotify.com/v1/playlists/37i9dQZF1DX82pCGH5USnM,37i9dQZF1DX82pCGH5USnM,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f0000000304c4c53344f46e15b169eedf', 'width': None}]",Lounge - Soft House,,,MTY2Mzg5NDgwMCwwMDAwMDAwMDU3OTA1ZTYyMDIwMWZmZjczOWVhYjJkNjdiYWIyZWZm,playlist,spotify:playlist:37i9dQZF1DX82pCGH5USnM,https://open.spotify.com/playlist/37i9dQZF1DX82pCGH5USnM,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX82pCGH5USnM/tracks,215
74,False,The most calming classical music.,https://api.spotify.com/v1/playlists/37i9dQZF1DWVFeEut75IAL,37i9dQZF1DWVFeEut75IAL,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003d4d256fb7cfeb0f512e6c1d1', 'width': None}]",Calming Classical,,,MTY2NDg3NTEyMywwMDAwMDAwMGI4NDBlODg5YWYxZmYxNjZmMDRlMGY4ZGIxZjI4OWM3,playlist,spotify:playlist:37i9dQZF1DWVFeEut75IAL,https://open.spotify.com/playlist/37i9dQZF1DWVFeEut75IAL,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWVFeEut75IAL/tracks,63
75,False,"slowed, reverbed, chopped and screwed.",https://api.spotify.com/v1/playlists/37i9dQZF1DX0h2LvJ7ZJ15,37i9dQZF1DX0h2LvJ7ZJ15,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003153666f68ec6c5e7970192e4', 'width': None}]",slowed and reverbed,,,MTY2NDIwMjcxMCwwMDAwMDAwMDFjNjYxMTNjZTFkZTViMTc3MWFlYTFkOGU0Y2NlNDA1,playlist,spotify:playlist:37i9dQZF1DX0h2LvJ7ZJ15,https://open.spotify.com/playlist/37i9dQZF1DX0h2LvJ7ZJ15,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX0h2LvJ7ZJ15/tracks,50
76,False,The ultimate chill out playlist.,https://api.spotify.com/v1/playlists/37i9dQZF1DX32oVqaQE8BM,37i9dQZF1DX32oVqaQE8BM,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003fe13c74ea8ae4008b4be1b9b', 'width': None}]",Chill Out Music,,,MTY2Mzg5NDgwMCwwMDAwMDAwMDI4MDgyZDJjZTdhNTQ4MTg1ZDVmYmI5OWMyYjM0NzNi,playlist,spotify:playlist:37i9dQZF1DX32oVqaQE8BM,https://open.spotify.com/playlist/37i9dQZF1DX32oVqaQE8BM,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX32oVqaQE8BM/tracks,182
77,False,Unwind to these calm classical guitar pieces.,https://api.spotify.com/v1/playlists/37i9dQZF1DX0jgyAiPl8Af,37i9dQZF1DX0jgyAiPl8Af,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003c1811d50fbd4df02ea3b06a3', 'width': None}]",Peaceful Guitar,,,MTY2Mzg5MTIwMCwwMDAwMDAwMGE2NzE3ODBkY2Y1ZDRlOTE0M2I4ZWE5OWNhOTQ3Njk0,playlist,spotify:playlist:37i9dQZF1DX0jgyAiPl8Af,https://open.spotify.com/playlist/37i9dQZF1DX0jgyAiPl8Af,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX0jgyAiPl8Af/tracks,215
78,False,Calm your mind with gentle piano and ambient.,https://api.spotify.com/v1/playlists/37i9dQZF1DWXe9gFZP0gtP,37i9dQZF1DWXe9gFZP0gtP,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003468762ec9fd93a2dc3b167ee', 'width': None}]",Stress Relief,,,MTY2NDU2MTk0MCwwMDAwMDAwMDYwNDE2ZGI1NWRjZWJlMDkyYjgwYTI1YWMxZTlhMjA3,playlist,spotify:playlist:37i9dQZF1DWXe9gFZP0gtP,https://open.spotify.com/playlist/37i9dQZF1DWXe9gFZP0gtP,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWXe9gFZP0gtP/tracks,211
79,False,The perfect backdrop to an evening spent relaxing in solitude.,https://api.spotify.com/v1/playlists/37i9dQZF1DX4wta20PHgwo,37i9dQZF1DX4wta20PHgwo,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003987367cd09caff68b5fa34ec', 'width': None}]",Late Night Jazz,,,MTY2NDg3MjYzNiwwMDAwMDAwMDkyYWVjZDNiZjIxMDNkZTE5YzU4ZDEzYjFlMjZhOWVj,playlist,spotify:playlist:37i9dQZF1DX4wta20PHgwo,https://open.spotify.com/playlist/37i9dQZF1DX4wta20PHgwo,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX4wta20PHgwo/tracks,125
80,False,Have a quiet morning with this mix of something familiar and something new.,https://api.spotify.com/v1/playlists/37i9dQZF1DWWzVPEmatsUB,37i9dQZF1DWWzVPEmatsUB,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f0000000394d851cc78e04406e373f156', 'width': None}]",Mellow Morning,,,MTY2NDUxMDQ2MCwwMDAwMDAwMDUxZWVjMGYwZTZhOWRiNjJhOWZhYThjYmYyZDIzNDkx,playlist,spotify:playlist:37i9dQZF1DWWzVPEmatsUB,https://open.spotify.com/playlist/37i9dQZF1DWWzVPEmatsUB,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWWzVPEmatsUB/tracks,70
81,False,"Vocals and keys, front and center. Cover: Adele",https://api.spotify.com/v1/playlists/37i9dQZF1DWVIzZt2GAU4X,37i9dQZF1DWVIzZt2GAU4X,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003b83b43fd330fd8fc5295edb0', 'width': None}]",Piano Ballads,,,MTY2MzMwMDgwMCwwMDAwMDAwMGEwNmNiNzdjMmMyMjAyOTNkYzZkNzA3Mzk1OTlmY2Zj,playlist,spotify:playlist:37i9dQZF1DWVIzZt2GAU4X,https://open.spotify.com/playlist/37i9dQZF1DWVIzZt2GAU4X,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWVIzZt2GAU4X/tracks,75
82,False,Country music to get you back to the basics.,https://api.spotify.com/v1/playlists/37i9dQZF1DWTkxQvqMy4WW,37i9dQZF1DWTkxQvqMy4WW,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003f5b078962d37890234b76125', 'width': None}]",Chillin' on a Dirt Road,,,MTY1MjQxNDQwMCwwMDAwMDAwMGU2ZGY2ZDg3MzU3YjQ1NGE1MTBkYTYxNjdmN2EwMjUz,playlist,spotify:playlist:37i9dQZF1DWTkxQvqMy4WW,https://open.spotify.com/playlist/37i9dQZF1DWTkxQvqMy4WW,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWTkxQvqMy4WW/tracks,80
83,False,Gentle ambient piano to help you fall asleep.,https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp,37i9dQZF1DWZd79rJ6a7lp,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003bc9438e3a6ff78076f8b1405', 'width': None}]",Sleep,,,MTY2NDg3ODk5MCwwMDAwMDAwMGY4NTM4YzJiM2QzZTdlOTkyZjY5NjZiM2EwNmVkYTc1,playlist,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,https://open.spotify.com/playlist/37i9dQZF1DWZd79rJ6a7lp,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp/tracks,232
84,False,"Soothing, minimalist ambient for deep sleep.",https://api.spotify.com/v1/playlists/37i9dQZF1DWYcDQ1hSjOpY,37i9dQZF1DWYcDQ1hSjOpY,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f000000037da11e4e02c0da2f543ea20f', 'width': None}]",Deep Sleep,,,MTY2NDg3OTAzMiwwMDAwMDAwMDcyNDMzOTRhMTVhY2EzY2JiMjVmMzM4Y2QwMzdlMWFi,playlist,spotify:playlist:37i9dQZF1DWYcDQ1hSjOpY,https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWYcDQ1hSjOpY/tracks,298
85,False,Soothing instrumental music for sleepy babies.,https://api.spotify.com/v1/playlists/37i9dQZF1DX0DxcHtn4Hwo,37i9dQZF1DX0DxcHtn4Hwo,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f000000035683edf3bef4a94327e7b050', 'width': None}]",Baby Sleep,,,MTY2Mzg0OTQyOSwwMDAwMDAwMDVhZmFiYmU2NjJiNDUzOGYxNzM5ZDdlMjViMjgyYjJh,playlist,spotify:playlist:37i9dQZF1DX0DxcHtn4Hwo,https://open.spotify.com/playlist/37i9dQZF1DX0DxcHtn4Hwo,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX0DxcHtn4Hwo/tracks,389
86,False,Pouring rain and occasional rolling thunder.,https://api.spotify.com/v1/playlists/37i9dQZF1DXbcPC6Vvqudd,37i9dQZF1DXbcPC6Vvqudd,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003dc76d6a6908be4eae4f86b7e', 'width': None}]",Night Rain,,,MTY1ODIyMjEyNiwwMDAwMDAwMDA4ZmRkMTQ5NzEzNTU2ZTQ1NzM1NTYxMjllZTE1MDU1,playlist,spotify:playlist:37i9dQZF1DXbcPC6Vvqudd,https://open.spotify.com/playlist/37i9dQZF1DXbcPC6Vvqudd,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXbcPC6Vvqudd/tracks,393
87,False,Ambient drone to make you feel weightless.,https://api.spotify.com/v1/playlists/37i9dQZF1DX1n9whBbBKoL,37i9dQZF1DX1n9whBbBKoL,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003293f5bac477b87de316e75aa', 'width': None}]",Floating Through Space,,,MTY2NDg3OTMxMiwwMDAwMDAwMGEwYWY0OTdjNGZkZDQ0ODAyOTNhZTBjMzAzMWI0MzQ5,playlist,spotify:playlist:37i9dQZF1DX1n9whBbBKoL,https://open.spotify.com/playlist/37i9dQZF1DX1n9whBbBKoL,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX1n9whBbBKoL/tracks,130
88,False,Hypnotic bliss.,https://api.spotify.com/v1/playlists/37i9dQZF1DWSiZVO2J6WeI,37i9dQZF1DWSiZVO2J6WeI,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f0000000330467941c9bd06613be27c9e', 'width': None}]",Dreamy Vibes,,,MTY2NDU2MjM0OSwwMDAwMDAwMDVkOThiZjMwOTZlMTEzMTQxNWE5YWU0NGY3Y2IwZGZh,playlist,spotify:playlist:37i9dQZF1DWSiZVO2J6WeI,https://open.spotify.com/playlist/37i9dQZF1DWSiZVO2J6WeI,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWSiZVO2J6WeI/tracks,100
89,False,Comforting sounds of thunder and rain.,https://api.spotify.com/v1/playlists/37i9dQZF1DX4aYNO8X5RpR,37i9dQZF1DX4aYNO8X5RpR,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003f86e0ffd52b324b3c455b185', 'width': None}]",Nightstorms,,,MTY1ODIyMTgyNywwMDAwMDAwMDVhNDZkYTM0YjFhMjc3YTQ3YjhjMjM4NTIwMGQwZTEx,playlist,spotify:playlist:37i9dQZF1DX4aYNO8X5RpR,https://open.spotify.com/playlist/37i9dQZF1DX4aYNO8X5RpR,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX4aYNO8X5RpR/tracks,200
90,False,Instrumental beats for a restful night's sleep.,https://api.spotify.com/v1/playlists/37i9dQZF1DX2PQDq3PdrHQ,37i9dQZF1DX2PQDq3PdrHQ,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f000000037e858e4098c8a256ca51d770', 'width': None}]",lofi sleep,,,MTY2NDQ5OTYwMCwwMDAwMDAwMGMwMmY1ZmQyYTYzYWYyYTRhNmY5MjY5MWU3ZjBmZTZm,playlist,spotify:playlist:37i9dQZF1DX2PQDq3PdrHQ,https://open.spotify.com/playlist/37i9dQZF1DX2PQDq3PdrHQ,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX2PQDq3PdrHQ/tracks,236
91,False,Music to reduce insomnia and help you relax.,https://api.spotify.com/v1/playlists/37i9dQZF1DWSUFOo47GEsI,37i9dQZF1DWSUFOo47GEsI,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f000000030f6ff46c7d583ad3beaf5adb', 'width': None}]",Sleep Tight,,,MTY2NDg4MTAwMSwwMDAwMDAwMDE2NzIxODU5ODExZWNmZWY5NWZhMmM5YmRiMDZmNTRi,playlist,spotify:playlist:37i9dQZF1DWSUFOo47GEsI,https://open.spotify.com/playlist/37i9dQZF1DWSUFOo47GEsI,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWSUFOo47GEsI/tracks,280
92,False,Let these calm Jazz tracks lull you to sleep.,https://api.spotify.com/v1/playlists/37i9dQZF1DXa1rZf8gLhyz,37i9dQZF1DXa1rZf8gLhyz,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003008092db062ae57983ed0141', 'width': None}]",Jazz for Sleep,,,MTY2NDQ4ODg2MCwwMDAwMDAwMGFmZDQ0MTkxODliNDFiZmUwMzZkNDczYmExNGU3YzUy,playlist,spotify:playlist:37i9dQZF1DXa1rZf8gLhyz,https://open.spotify.com/playlist/37i9dQZF1DXa1rZf8gLhyz,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DXa1rZf8gLhyz/tracks,159
93,False,Drift off to these peaceful classical melodies.,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Sz1gsYZdwj,37i9dQZF1DX8Sz1gsYZdwj,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f000000039da02c7bb7aeaad9222968f1', 'width': None}]",Classical Sleep,,,MTY1OTM0MzMxOCwwMDAwMDAwMGVhNjYwOGI0NTkyZWE3NzU1NDk2YzhlOWYyZWViNGRi,playlist,spotify:playlist:37i9dQZF1DX8Sz1gsYZdwj,https://open.spotify.com/playlist/37i9dQZF1DX8Sz1gsYZdwj,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Sz1gsYZdwj/tracks,50
94,False,Calm piano music for sleeping.,https://api.spotify.com/v1/playlists/37i9dQZF1DX03b46zi3S82,37i9dQZF1DX03b46zi3S82,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003df3ed0d891ac979568452312', 'width': None}]",Sleepy Piano,,,MTY2Mzk0MjQwOSwwMDAwMDAwMDBkZDlkYTMwYTA0MTg3NzczMjE4N2RjZDY2NmJlMDQz,playlist,spotify:playlist:37i9dQZF1DX03b46zi3S82,https://open.spotify.com/playlist/37i9dQZF1DX03b46zi3S82,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DX03b46zi3S82/tracks,211
95,False,Atmospheric and emotional piano pieces.,https://api.spotify.com/v1/playlists/37i9dQZF1DWURCUKHUKWCX,37i9dQZF1DWURCUKHUKWCX,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f00000003cc6dd483e6ee07e1d2b4d082', 'width': None}]",Atmospheric Piano,,,MTY1OTY3MjEyMCwwMDAwMDAwMDBmNmQyMDdhMmNhYTJkNWIwYjI1ZDEzYmIyZDE5NmUx,playlist,spotify:playlist:37i9dQZF1DWURCUKHUKWCX,https://open.spotify.com/playlist/37i9dQZF1DWURCUKHUKWCX,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWURCUKHUKWCX/tracks,128
96,False,Get a great night's sleep with these soft acoustic guitar tunes.,https://api.spotify.com/v1/playlists/37i9dQZF1DWTRnup1IgL4a,37i9dQZF1DWTRnup1IgL4a,"[{'height': None, 'url': 'https://i.scdn.co/image/ab67706f000000037eeed92b1076dbd0a237befb', 'width': None}]",Guitar for Sleep,,,MTY2Mzg5MTIwMCwwMDAwMDAwMGQ3ZTZkYjMwNzI5YjMzMjg5ODVlZWZmYTYxNDk4ZGM4,playlist,spotify:playlist:37i9dQZF1DWTRnup1IgL4a,https://open.spotify.com/playlist/37i9dQZF1DWTRnup1IgL4a,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,https://api.spotify.com/v1/playlists/37i9dQZF1DWTRnup1IgL4a/tracks,103
